Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,DateTime,hour,day_of_week,month,is_weekend,GAP_rolling_mean_60,GAP_rolling_mean_120,GAP_diff_1,GAP_diff_60,sub_metering_total
1.974,0.234,238.51,8.4,0.0,0.0,17.0,2007-03-26 09:09:00,9,0,3,0,1.5954333333333333,2.0026333333333333,-0.010000000000000009,0.488,17.0
1.848,0.216,236.01,7.8,1.0,0.0,17.0,2007-05-12 20:49:00,20,5,5,1,1.0179333333333334,1.570366666666667,-0.02400000000000002,0.03200000000000003,18.0
1.55,0.296,241.66,6.4,1.0,0.0,11.0,2009-05-31 00:07:00,0,6,5,1,1.5171999999999999,1.9457,0.534,-2.878,12.0
0.152,0.092,241.21,1.0,0.0,0.0,1.0,2008-08-14 19:11:00,19,3,8,0,0.1511,0.17346666666666669,0.072,-0.016000000000000014,1.0
4.096,0.082,237.17,17.2,0.0,0.0,17.0,2007-01-08 20:52:00,20,0,1,0,3.1685333333333334,3.0529333333333333,0.041999999999999815,2.2720000000000002,17.0
1.22,0.0,237.51,5.0,0.0,0.0,18.0,2010-06-27 02:07:00,2,6,6,1,0.6664333333333334,0.5013666666666666,0.030000000000000027,1.06,18.0
5.432,0.406,233.94,23.2,38.0,0.0,0.0,2007-12-27 19:01:00,19,3,12,0,3.309266666666667,2.9073166666666665,-0.03599999999999959,3.3500000000000005,38.0
1.424,0.0,235.86,6.0,0.0,0.0,17.0,2008-11-09 12:46:00,12,6,11,1,1.8579666666666665,2.311383333333333,-0.008000000000000007,-0.43000000000000016,17.0
2.428,0.054,239.28,10.0,2.0,0.0,18.0,2009-06-17 21:39:00,21,2,6,0,2.199633333333333,1.3695833333333334,0.0040000000000000036,1.98,20.0
0.272,0.176,245.95,1.2,0.0,0.0,1.0,2009-08-11 13:18:00,13,1,8,0,0.33053333333333335,0.33015,0.0,-0.055999999999999994,1.0
1.384,0.07,244.05,5.6,0.0,0.0,18.0,2009-01-05 09:16:00,9,0,1,0,1.8292,2.072716666666667,0.0020000000000000018,-1.126,18.0
1.88,0.0,238.73,7.8,0.0,1.0,0.0,2010-11-20 21:46:00,21,5,11,1,1.7385666666666668,2.057166666666667,0.019999999999999796,0.246,1.0
0.202,0.14,241.17,1.0,0.0,0.0,0.0,2007-08-16 19:07:00,19,3,8,0,0.17939999999999998,0.1791,0.0,0.09400000000000001,0.0
0.38,0.0,242.26,1.6,0.0,0.0,0.0,2008-12-19 16:36:00,16,4,12,0,0.4759666666666667,0.5474,0.0,0.07200000000000001,0.0
1.336,0.0,238.57,5.6,1.0,0.0,17.0,2008-03-25 08:37:00,8,1,3,0,2.0725,2.06365,-0.0020000000000000018,-0.31999999999999984,18.0
0.448,0.0,242.55,1.8,0.0,0.0,0.0,2010-10-03 17:32:00,17,6,10,1,0.5455000000000001,0.8401,0.04799999999999999,-0.12799999999999995,0.0
0.286,0.106,241.02,1.2,0.0,0.0,1.0,2010-05-31 14:20:00,14,0,5,0,0.28286666666666666,0.5127166666666667,-0.0020000000000000018,0.09399999999999997,1.0
3.042,0.292,237.74,12.8,0.0,1.0,18.0,2009-09-20 20:42:00,20,6,9,1,2.5013,2.2251166666666666,0.0,1.376,19.0
0.884,0.256,241.83,3.8,0.0,0.0,1.0,2009-10-02 21:15:00,21,4,10,0,1.6047000000000002,1.6352166666666668,-0.020000000000000018,-1.52,1.0
1.426,0.0,241.32,6.0,0.0,0.0,0.0,2010-11-25 20:32:00,20,3,11,0,1.6948,2.2802,-0.0020000000000000018,-0.8440000000000001,0.0
0.56,0.282,242.92,2.6,0.0,2.0,0.0,2010-07-07 20:05:00,20,2,7,0,0.6401,0.4858,-0.0020000000000000018,0.392,2.0
0.3,0.092,241.56,1.2,0.0,0.0,0.0,2007-12-08 03:49:00,3,5,12,1,0.9145333333333333,0.6058,0.0,-0.03200000000000003,0.0
1.974,0.452,240.44,8.4,0.0,1.0,19.0,2009-08-15 13:04:00,13,5,8,1,0.7041,0.7136333333333335,0.018000000000000016,1.5899999999999999,20.0
0.262,0.0,246.66,1.0,0.0,0.0,1.0,2010-10-29 02:35:00,2,4,10,0,0.49456666666666665,0.79725,-0.09999999999999998,-0.064,1.0
1.874,0.166,233.43,8.0,0.0,0.0,16.0,2007-09-25 11:09:00,11,1,9,0,1.7993,1.8179,0.018000000000000016,-0.11199999999999988,16.0
2.286,0.186,242.52,9.4,0.0,2.0,18.0,2010-04-12 20:45:00,20,0,4,0,2.3148,1.7297166666666668,0.0040000000000000036,0.42799999999999994,20.0
0.13,0.0,241.86,0.6,0.0,0.0,0.0,2009-07-14 01:44:00,1,1,7,0,0.20476666666666665,0.2624166666666667,0.0,-0.27999999999999997,0.0
0.264,0.122,242.81,1.2,0.0,0.0,1.0,2008-07-18 23:27:00,23,4,7,0,0.6871333333333334,1.5081666666666669,0.03,-1.226,1.0
0.492,0.208,236.24,2.2,0.0,0.0,0.0,2007-04-29 13:57:00,13,6,4,1,0.492,0.492,0.0,0.0,0.0
0.906,0.0,239.25,3.8,0.0,0.0,1.0,2010-08-20 23:51:00,23,4,8,0,0.906,0.906,0.0,0.0,1.0
1.536,0.108,244.11,6.2,0.0,0.0,19.0,2010-03-08 16:56:00,16,0,3,0,2.1998333333333333,3.0896833333333333,-0.018000000000000016,-1.7679999999999998,19.0
2.242,0.052,237.33,9.4,0.0,0.0,17.0,2007-10-24 08:48:00,8,2,10,0,1.9074333333333333,1.5275666666666667,0.44799999999999995,1.3,17.0
2.332,0.07,238.37,10.2,0.0,0.0,19.0,2009-05-14 06:35:00,6,3,5,0,0.6617666666666667,0.5004500000000001,-0.7720000000000002,2.002,19.0
0.378,0.118,242.35,1.6,0.0,1.0,1.0,2009-05-01 14:20:00,14,4,5,0,0.5675000000000001,0.6821666666666667,0.0,-0.388,2.0
0.384,0.194,241.58,1.6,0.0,0.0,1.0,2009-10-12 13:22:00,13,0,10,0,0.9429333333333333,1.1265,-0.0020000000000000018,-0.9620000000000001,1.0
0.246,0.0,243.4,1.0,0.0,0.0,1.0,2010-04-26 13:44:00,13,0,4,0,0.5774666666666666,0.49596666666666667,-0.026000000000000023,-0.138,1.0
0.238,0.136,241.01,1.0,0.0,0.0,0.0,2009-07-20 01:41:00,1,0,7,0,0.2492,0.2864666666666667,-0.0020000000000000018,-0.03200000000000003,0.0
1.238,0.0,241.98,5.0,0.0,0.0,19.0,2010-08-04 16:00:00,16,2,8,0,0.6036,0.44920000000000004,0.0020000000000000018,0.8999999999999999,19.0
0.318,0.248,240.63,1.6,0.0,0.0,1.0,2009-08-27 13:03:00,13,3,8,0,0.3064666666666666,0.32621666666666665,-0.0040000000000000036,0.0020000000000000018,1.0
0.396,0.202,242.25,1.8,0.0,0.0,0.0,2008-02-08 01:20:00,1,4,2,0,0.4049333333333333,0.6967166666666667,0.0,-0.616,0.0
0.35,0.096,240.93,1.4,0.0,2.0,0.0,2007-07-01 16:08:00,16,6,7,1,0.3736666666666667,0.35191666666666666,-0.057999999999999996,-0.040000000000000036,2.0
0.412,0.074,241.64,1.8,0.0,0.0,0.0,2008-01-17 01:10:00,1,3,1,0,0.4236666666666667,0.4035166666666667,-0.0020000000000000018,0.007999999999999952,0.0
1.434,0.054,245.17,5.8,0.0,0.0,20.0,2009-12-28 23:05:00,23,0,12,0,1.9942333333333333,2.1739333333333333,-0.07400000000000007,0.29400000000000004,20.0
1.584,0.0,239.13,6.6,0.0,1.0,18.0,2010-04-11 12:04:00,12,6,4,1,1.3902333333333334,1.2242833333333332,0.0020000000000000018,1.242,19.0
3.77,0.322,242.68,15.8,0.0,40.0,0.0,2008-03-18 14:45:00,14,1,3,0,1.2598666666666667,0.9477833333333334,0.07399999999999984,3.55,40.0
0.314,0.124,243.0,1.4,0.0,1.0,0.0,2007-12-03 15:07:00,15,0,12,0,0.29600000000000004,0.30115,0.0040000000000000036,-0.08800000000000002,1.0
0.968,0.224,242.63,4.0,0.0,1.0,11.0,2008-05-05 01:15:00,1,0,5,0,0.3941,0.4018333333333334,0.02200000000000002,0.6319999999999999,12.0
0.288,0.064,244.36,1.2,0.0,0.0,0.0,2008-11-29 04:15:00,4,5,11,1,0.8016000000000001,0.54325,-0.0020000000000000018,0.07399999999999998,0.0
0.916,0.406,242.37,4.2,0.0,0.0,9.0,2010-08-28 23:00:00,23,5,8,1,0.31466666666666665,0.3232333333333334,0.548,0.726,9.0
0.318,0.124,242.36,1.4,0.0,0.0,0.0,2007-02-02 05:34:00,5,4,2,0,0.2988,0.2968833333333334,0.0,0.092,0.0
0.218,0.0,243.25,0.8,0.0,0.0,0.0,2007-02-27 17:22:00,17,1,2,0,0.2895333333333333,0.2913333333333333,-0.0020000000000000018,-0.18999999999999997,0.0
1.78,0.12,239.19,7.4,0.0,2.0,18.0,2008-03-07 10:45:00,10,4,3,0,0.9915333333333333,1.0566,0.14400000000000013,1.562,20.0
0.216,0.0,247.24,0.8,0.0,0.0,0.0,2006-12-19 14:58:00,14,1,12,0,0.30379999999999996,0.3012166666666667,-0.01999999999999999,-0.1,0.0
0.834,0.23,238.64,3.6,0.0,0.0,10.0,2009-06-04 10:49:00,10,3,6,0,1.2959333333333334,1.5643,-0.33799999999999997,-2.556,10.0
0.374,0.0,243.13,1.6,0.0,0.0,0.0,2007-01-01 22:57:00,22,0,1,0,0.44339999999999996,0.4404,-0.008000000000000007,0.006000000000000005,0.0
1.334,0.0,242.41,5.4,0.0,0.0,19.0,2009-05-04 10:44:00,10,0,5,0,1.4527666666666668,1.4436833333333332,0.0,-0.1299999999999999,19.0
1.88,0.162,238.23,7.8,0.0,0.0,0.0,2010-11-25 18:27:00,18,3,11,0,1.7046999999999999,1.3204333333333333,0.10999999999999988,0.11599999999999988,0.0
2.746,0.0,242.46,11.8,0.0,0.0,15.0,2008-02-13 06:45:00,6,2,2,0,0.6007,0.6322166666666666,1.17,2.438,15.0
0.388,0.234,242.73,1.8,0.0,0.0,0.0,2007-02-25 23:22:00,23,6,2,1,0.2885,0.2868833333333333,-0.0020000000000000018,0.166,0.0
1.614,0.0,247.23,6.4,0.0,0.0,19.0,2010-02-16 14:56:00,14,1,2,0,1.821,1.98285,0.0040000000000000036,-0.35199999999999987,19.0
0.128,0.0,237.63,0.6,0.0,0.0,0.0,2007-05-04 17:44:00,17,4,5,0,0.6633666666666667,0.5439666666666666,0.0,-1.1920000000000002,0.0
0.348,0.0,243.8,1.4,0.0,0.0,0.0,2008-03-28 06:47:00,6,4,3,0,0.3441,0.31426666666666664,-0.09200000000000003,0.033999999999999975,0.0
2.634,0.272,242.41,10.8,0.0,38.0,0.0,2009-09-03 13:39:00,13,3,9,0,1.0294333333333334,1.2948166666666665,-0.014000000000000234,2.234,38.0
1.45,0.056,245.55,5.8,0.0,1.0,19.0,2007-03-24 16:16:00,16,5,3,1,2.856733333333333,2.98045,0.010000000000000009,-1.9600000000000002,20.0
2.576,0.086,242.58,10.6,0.0,0.0,18.0,2009-12-11 08:40:00,8,4,12,0,2.359933333333333,2.23095,-0.0019999999999997797,-0.1339999999999999,18.0
1.396,0.234,242.9,5.8,0.0,1.0,19.0,2009-07-03 19:45:00,19,4,7,0,1.4218333333333333,1.3471166666666667,-0.052000000000000046,0.07599999999999985,20.0
0.632,0.1,242.95,2.6,0.0,0.0,0.0,2008-10-18 13:21:00,13,5,10,1,0.6657666666666667,1.0602333333333334,0.0020000000000000018,-0.386,0.0
0.614,0.0,241.61,2.6,0.0,0.0,0.0,2009-04-02 18:45:00,18,3,4,0,0.4153666666666667,0.4616666666666667,0.0,0.348,0.0
1.474,0.0,236.02,6.2,0.0,0.0,17.0,2010-11-20 17:06:00,17,5,11,1,1.5187333333333333,1.4491666666666667,0.0,-0.06000000000000005,17.0
0.292,0.064,244.28,1.2,0.0,2.0,0.0,2008-11-26 01:59:00,1,2,11,0,0.28566666666666674,0.2742833333333333,0.0,0.07799999999999999,2.0
1.49,0.192,242.72,6.2,0.0,0.0,19.0,2009-11-19 10:33:00,10,3,11,0,1.5251999999999997,1.8434,-0.0020000000000000018,-0.4019999999999999,19.0
1.88,0.218,239.24,7.8,0.0,0.0,17.0,2008-03-09 12:40:00,12,6,3,1,1.0037,0.8246833333333332,0.11599999999999988,1.4,17.0
0.382,0.182,238.22,1.8,0.0,1.0,1.0,2009-05-28 16:20:00,16,3,5,0,0.3346333333333334,0.3129,-0.0040000000000000036,0.07400000000000001,2.0
1.498,0.094,240.78,6.2,0.0,0.0,0.0,2010-06-30 22:22:00,22,2,6,0,1.5841999999999998,1.365,-0.6159999999999999,-0.938,0.0
3.534,0.494,231.06,15.8,0.0,20.0,1.0,2008-04-13 19:31:00,19,6,4,1,3.9704333333333333,3.527066666666667,-0.41800000000000015,0.7359999999999998,21.0
0.112,0.0,242.61,0.4,0.0,0.0,0.0,2007-08-24 05:16:00,5,4,8,0,0.17343333333333336,0.20428333333333332,0.0,-0.176,0.0
0.408,0.0,246.38,1.8,0.0,0.0,1.0,2010-04-05 22:28:00,22,0,4,0,1.4055666666666666,1.5199,-0.02400000000000002,-2.06,1.0
0.206,0.112,245.43,0.8,0.0,0.0,1.0,2009-07-12 01:22:00,1,6,7,1,0.4767,0.5490666666666667,0.0,-1.09,1.0
0.368,0.074,239.85,1.6,0.0,0.0,0.0,2007-02-05 01:29:00,1,0,2,0,0.40926666666666667,0.5946166666666667,0.018000000000000016,-0.118,0.0
0.452,0.118,244.33,1.8,0.0,1.0,1.0,2009-06-29 02:59:00,2,0,6,0,0.3545,0.34705,0.0020000000000000018,-0.512,2.0
0.3,0.0,245.51,1.2,0.0,0.0,0.0,2007-11-28 14:39:00,14,2,11,0,0.37406666666666666,0.44956666666666667,0.0020000000000000018,-0.16600000000000004,0.0
0.808,0.198,237.77,3.6,0.0,0.0,9.0,2008-07-22 09:39:00,9,1,7,0,0.46763333333333335,0.92025,0.66,-0.4019999999999999,9.0
1.368,0.146,240.04,5.6,0.0,0.0,17.0,2007-07-12 22:43:00,22,3,7,0,2.2997333333333336,2.8780833333333335,-0.009999999999999787,-1.5799999999999998,17.0
2.036,0.0,242.27,8.4,0.0,0.0,18.0,2008-12-04 21:59:00,21,3,12,0,2.3474,2.2817000000000003,-0.0040000000000000036,0.04400000000000004,18.0
3.85,0.16,230.83,16.6,35.0,2.0,16.0,2010-11-11 11:14:00,11,3,11,0,1.7001,1.3991666666666664,-0.008000000000000007,2.806,53.0
0.248,0.0,246.34,1.0,0.0,0.0,1.0,2010-01-15 04:33:00,4,4,1,0,0.29973333333333335,0.3260333333333333,0.0,-0.14800000000000002,1.0
1.424,0.104,245.14,5.8,0.0,0.0,1.0,2009-12-17 18:44:00,18,3,12,0,1.0197666666666667,0.81415,-0.0040000000000000036,0.6659999999999999,1.0
1.192,0.18,241.58,5.0,0.0,2.0,3.0,2009-04-08 06:51:00,6,2,4,0,0.7043666666666667,0.56255,0.1459999999999999,0.8839999999999999,5.0
1.46,0.07,239.07,6.0,0.0,0.0,18.0,2007-10-20 18:28:00,18,5,10,1,1.4307333333333332,1.53175,0.0,0.018000000000000016,18.0
0.386,0.274,241.99,2.0,0.0,1.0,1.0,2010-07-24 20:05:00,20,5,7,1,0.7888333333333334,0.8216666666666667,0.038000000000000034,-0.92,2.0
0.168,0.102,241.35,0.8,0.0,0.0,0.0,2007-06-10 18:44:00,18,6,6,1,0.38196666666666673,0.78345,0.0,-1.2060000000000002,0.0
0.266,0.0,245.41,1.4,0.0,0.0,0.0,2010-11-17 04:46:00,4,2,11,0,0.3698666666666667,0.3527666666666667,0.0020000000000000018,-0.08799999999999997,0.0
0.386,0.048,239.41,1.6,0.0,1.0,0.0,2009-02-18 20:28:00,20,2,2,0,0.3750666666666667,0.46154999999999996,0.0040000000000000036,0.07800000000000001,1.0
0.2,0.084,240.81,0.8,0.0,1.0,0.0,2009-10-04 06:52:00,6,6,10,1,0.2929,0.26860000000000006,-0.01999999999999999,0.07200000000000001,1.0
0.386,0.078,240.67,1.6,0.0,0.0,1.0,2008-10-19 17:58:00,17,6,10,1,0.41086666666666677,0.43845000000000006,0.01200000000000001,-0.672,1.0
0.37,0.058,231.46,1.6,0.0,0.0,0.0,2008-02-06 15:27:00,15,2,2,0,0.3088666666666667,0.3092833333333333,-0.0020000000000000018,0.07,0.0
1.264,0.0,237.04,5.2,0.0,0.0,17.0,2007-08-24 10:37:00,10,4,8,0,1.3519666666666665,1.4875,-0.0040000000000000036,-0.07600000000000007,17.0
2.502,0.36,239.27,10.4,1.0,0.0,18.0,2008-04-20 20:36:00,20,6,4,1,1.7997,1.4718000000000002,0.1419999999999999,-1.5840000000000005,19.0
0.316,0.216,244.31,1.6,0.0,1.0,1.0,2008-09-08 15:52:00,15,0,9,0,0.2545333333333334,0.2643666666666667,-0.0020000000000000018,0.164,2.0
0.146,0.048,242.4,0.6,0.0,0.0,1.0,2010-09-25 05:14:00,5,5,9,1,0.146,0.16133333333333333,0.0,0.0,1.0
1.794,0.188,238.55,7.4,0.0,0.0,18.0,2009-10-07 11:15:00,11,2,10,0,1.6639000000000002,1.73805,-0.008000000000000007,0.06000000000000005,18.0
2.362,0.18,238.2,10.0,1.0,0.0,1.0,2008-05-21 21:39:00,21,2,5,0,1.4836333333333334,1.4303666666666668,0.002000000000000224,1.798,2.0
3.57,0.0,239.19,14.8,0.0,38.0,18.0,2008-10-01 13:08:00,13,2,10,0,2.777466666666667,2.7243666666666666,1.1279999999999997,1.178,56.0
1.968,0.11,249.47,7.8,0.0,0.0,19.0,2009-01-30 15:53:00,15,4,1,0,1.9541,1.9559833333333334,0.006000000000000005,0.02400000000000002,19.0
0.326,0.0,244.84,1.4,0.0,0.0,0.0,2008-01-30 16:47:00,16,2,1,0,0.46636666666666665,0.44401666666666667,0.0,-0.136,0.0
0.324,0.0,245.18,1.4,0.0,0.0,0.0,2007-12-05 15:47:00,15,2,12,0,0.5475,1.0775333333333335,-0.40199999999999997,-0.334,0.0
0.282,0.0,247.21,1.2,0.0,0.0,1.0,2010-02-12 01:59:00,1,4,2,0,0.30410000000000004,0.31285,0.019999999999999962,-0.07200000000000001,1.0
0.304,0.088,244.98,1.2,0.0,2.0,0.0,2009-01-26 05:11:00,5,0,1,0,0.27403333333333335,0.2658833333333333,0.0,0.09,2.0
0.322,0.106,241.84,1.4,0.0,0.0,0.0,2009-10-06 11:54:00,11,1,10,0,0.8164333333333335,1.2037833333333334,-0.0020000000000000018,-1.2,0.0
0.254,0.0,241.48,1.0,0.0,0.0,0.0,2008-03-09 04:13:00,4,6,3,1,0.31,0.5772333333333334,0.0,-0.006000000000000005,0.0
1.66,0.112,246.16,6.6,2.0,2.0,19.0,2010-01-13 09:22:00,9,2,1,0,1.66,1.66,0.0,0.0,23.0
1.45,0.076,239.3,6.0,0.0,0.0,18.0,2009-05-15 17:10:00,17,4,5,0,1.0070000000000001,0.7839833333333334,-0.0020000000000000018,1.088,18.0
0.378,0.084,234.62,1.6,0.0,0.0,0.0,2007-05-15 12:10:00,12,1,5,0,0.4945666666666667,0.9113333333333333,0.0,-0.9540000000000001,0.0
0.348,0.074,245.22,1.4,0.0,0.0,0.0,2009-02-02 17:35:00,17,0,2,0,0.337,0.4021666666666667,0.0,-0.01200000000000001,0.0
0.24,0.0,245.95,1.0,0.0,0.0,1.0,2009-11-02 02:40:00,2,0,11,0,0.3439,0.46935000000000004,0.0020000000000000018,-0.09800000000000003,1.0
0.218,0.0,246.12,0.8,0.0,0.0,0.0,2008-12-29 02:36:00,2,0,12,0,0.25593333333333335,0.2739166666666667,0.0,0.008000000000000007,0.0
1.606,0.13,238.64,6.8,0.0,0.0,18.0,2008-09-29 12:03:00,12,0,9,0,1.6436,1.6800666666666666,-0.0040000000000000036,-0.1339999999999999,18.0
1.902,0.08,243.46,7.8,0.0,2.0,19.0,2010-03-17 16:02:00,16,2,3,0,1.6041999999999998,1.7076166666666666,-0.006000000000000005,-1.808,21.0
1.622,0.124,240.68,6.6,1.0,1.0,18.0,2009-10-04 21:20:00,21,6,10,1,3.2627333333333337,2.966083333333333,-0.1379999999999999,-3.348,20.0
0.38,0.132,247.47,1.6,0.0,1.0,0.0,2009-11-24 23:52:00,23,1,11,0,1.0699333333333334,1.8116833333333333,0.043999999999999984,-1.874,1.0
0.138,0.0,241.63,0.6,0.0,0.0,0.0,2009-08-07 22:46:00,22,4,8,0,0.2702666666666666,0.2970166666666667,-0.057999999999999996,-0.07399999999999998,0.0
1.826,0.21,241.17,7.6,1.0,4.0,18.0,2010-01-09 19:47:00,19,5,1,1,4.5741,4.6508,-0.09399999999999986,-1.298,23.0
0.138,0.0,242.42,0.6,0.0,0.0,0.0,2009-08-03 01:31:00,1,0,8,0,0.3125333333333334,0.28935,0.0,-0.06999999999999998,0.0
1.59,0.16,242.54,6.6,1.0,0.0,18.0,2007-09-02 00:02:00,0,6,9,1,3.0779666666666667,2.4832666666666667,-0.03200000000000003,-1.506,19.0
0.31,0.102,240.72,1.4,0.0,0.0,0.0,2008-03-02 08:29:00,8,6,3,1,0.27280000000000004,0.27438333333333337,0.0,-0.01200000000000001,0.0
0.268,0.0,241.38,1.0,0.0,0.0,1.0,2008-07-24 17:58:00,17,3,7,0,0.45990000000000003,0.43879999999999997,0.0,-0.09199999999999997,1.0
2.822,0.756,232.62,12.6,1.0,0.0,0.0,2007-06-06 19:26:00,19,2,6,0,1.4678666666666667,0.9638000000000001,-0.05600000000000005,2.46,1.0
1.854,0.214,240.89,7.6,0.0,2.0,19.0,2009-05-09 07:24:00,7,5,5,1,1.1306333333333332,0.7555666666666667,-0.07999999999999985,1.4660000000000002,21.0
1.254,0.0,241.45,5.2,1.0,0.0,18.0,2007-08-20 16:15:00,16,0,8,0,1.7406333333333335,1.4508666666666667,-0.0020000000000000018,-2.496,19.0
1.432,0.122,243.77,5.8,0.0,0.0,0.0,2008-03-17 20:15:00,20,0,3,0,1.7743666666666666,1.1736333333333333,0.016000000000000014,0.726,0.0
1.764,0.0,246.51,7.0,0.0,0.0,19.0,2010-01-19 14:35:00,14,1,1,0,1.5534333333333334,1.5727499999999999,-0.006000000000000005,0.256,19.0
2.202,0.078,238.84,9.2,0.0,0.0,1.0,2009-10-06 21:30:00,21,1,10,0,2.255733333333333,2.2481333333333335,0.008000000000000007,-1.056,1.0
2.828,0.124,238.49,11.8,38.0,0.0,0.0,2009-03-07 12:18:00,12,5,3,1,0.7721666666666667,0.9192333333333333,-0.0040000000000000036,2.468,38.0
2.114,0.056,242.31,8.6,0.0,0.0,18.0,2010-01-25 17:55:00,17,0,1,0,0.9660333333333333,0.6884833333333333,0.09600000000000009,1.678,18.0
0.768,0.226,241.4,3.2,0.0,2.0,0.0,2007-01-12 23:29:00,23,4,1,0,1.2607333333333333,1.3081500000000001,0.006000000000000005,-0.696,2.0
0.296,0.194,237.33,1.6,0.0,0.0,0.0,2007-05-14 12:59:00,12,0,5,0,0.3774333333333333,0.36105,0.0,-0.0020000000000000018,0.0
1.278,0.0,235.61,5.4,0.0,0.0,17.0,2007-11-09 11:15:00,11,4,11,0,1.3785,1.3535000000000001,-0.03200000000000003,-0.08000000000000007,17.0
0.224,0.116,242.51,1.0,0.0,0.0,1.0,2009-08-13 14:37:00,14,3,8,0,0.224,0.224,0.0,0.0,1.0
0.264,0.0,242.81,1.0,0.0,0.0,0.0,2008-03-08 10:07:00,10,5,3,1,0.35573333333333335,0.5236666666666666,0.0,-0.29400000000000004,0.0
2.178,0.248,244.13,8.8,1.0,1.0,19.0,2009-01-18 22:27:00,22,6,1,1,3.3330333333333333,3.8258666666666667,-0.20800000000000018,-3.848,21.0
0.208,0.08,242.39,0.8,0.0,0.0,1.0,2009-06-26 06:17:00,6,4,6,0,0.2828,0.27420000000000005,0.0,-0.786,1.0
0.31,0.098,240.8,1.4,0.0,1.0,0.0,2010-04-26 17:19:00,17,0,4,0,0.7325333333333334,0.97495,0.0,-2.884,1.0
0.502,0.094,242.53,2.4,0.0,0.0,0.0,2007-10-26 05:33:00,5,4,10,0,0.4940333333333334,0.48391666666666666,-0.0020000000000000018,0.07800000000000001,0.0
0.228,0.05,246.34,1.0,0.0,0.0,0.0,2008-03-26 02:53:00,2,2,3,0,0.2719,0.2734,0.0020000000000000018,-0.092,0.0
2.492,0.066,239.1,10.4,0.0,0.0,18.0,2008-12-15 08:38:00,8,0,12,0,2.5720666666666663,1.8839833333333333,-0.06199999999999983,0.3540000000000001,18.0
0.542,0.0,240.89,2.2,0.0,0.0,0.0,2007-02-17 14:43:00,14,5,2,1,2.2447333333333335,1.9250666666666667,-0.02199999999999991,-3.9160000000000004,0.0
0.39,0.13,243.54,1.6,0.0,0.0,1.0,2010-05-14 01:30:00,1,4,5,0,0.38730000000000003,0.39553333333333335,0.0,0.026000000000000023,1.0
1.426,0.084,240.55,5.8,0.0,0.0,1.0,2009-05-17 00:20:00,0,6,5,1,1.7073,1.8309333333333333,-0.06600000000000006,-0.16400000000000015,1.0
0.98,0.052,241.44,4.0,0.0,0.0,0.0,2010-10-24 21:24:00,21,6,10,1,1.2028333333333334,1.4509,-0.0040000000000000036,-0.09400000000000008,0.0
0.1,0.0,235.81,0.4,0.0,0.0,0.0,2007-08-07 05:20:00,5,1,8,0,0.17176666666666668,0.21545,0.0,-0.134,0.0
0.596,0.0,246.06,2.4,0.0,0.0,0.0,2008-12-24 06:47:00,6,2,12,0,0.6341333333333333,0.44798333333333334,0.0,0.382,0.0
1.724,0.084,246.75,7.0,0.0,0.0,0.0,2008-12-09 05:14:00,5,1,12,0,0.45680000000000004,0.36718333333333336,0.0040000000000000036,1.3239999999999998,0.0
1.31,0.0,241.51,5.4,0.0,0.0,18.0,2009-04-01 10:25:00,10,2,4,0,1.3795333333333335,1.7644,0.016000000000000014,-0.03600000000000003,18.0
0.284,0.102,239.59,1.2,0.0,1.0,0.0,2007-04-09 09:34:00,9,0,4,0,0.3222,0.3096333333333333,-0.006000000000000005,-0.006000000000000005,1.0
0.992,0.276,242.88,4.2,0.0,1.0,12.0,2009-06-02 00:37:00,0,1,6,0,0.3759333333333334,0.3833666666666667,-0.04400000000000004,0.604,13.0
0.902,0.222,245.13,3.8,0.0,0.0,0.0,2006-12-17 22:48:00,22,6,12,1,1.8464,2.5267166666666667,0.0,-1.9219999999999997,0.0
0.316,0.094,238.78,1.4,0.0,2.0,0.0,2008-04-24 18:30:00,18,3,4,0,0.3656,0.3433833333333333,0.0,0.066,2.0
0.412,0.23,246.61,1.8,0.0,0.0,0.0,2008-05-19 23:20:00,23,0,5,0,1.1691666666666667,1.5429833333333334,0.0020000000000000018,-1.1360000000000001,0.0
1.534,0.0,241.25,6.4,0.0,0.0,0.0,2007-01-22 22:05:00,22,0,1,0,2.3134,3.45955,-0.06600000000000006,-3.8920000000000003,0.0
1.316,0.106,239.23,5.4,0.0,2.0,19.0,2008-06-15 15:10:00,15,6,6,1,2.1634666666666664,3.16335,-0.014000000000000012,-0.34599999999999986,21.0
1.85,0.0,244.27,7.6,0.0,0.0,18.0,2009-03-01 14:45:00,14,6,3,1,1.9778333333333333,1.8836833333333334,-0.008000000000000007,0.1100000000000001,18.0
0.336,0.108,241.09,1.4,0.0,0.0,1.0,2009-05-23 04:35:00,4,5,5,1,0.3161333333333334,0.33455,-0.0040000000000000036,0.10400000000000001,1.0
1.476,0.12,239.66,6.2,2.0,1.0,17.0,2007-02-20 13:58:00,13,1,2,0,1.9493333333333331,1.79285,-0.0020000000000000018,0.03400000000000003,20.0
0.418,0.244,242.73,2.0,0.0,1.0,1.0,2010-04-24 12:29:00,12,5,4,1,0.49176666666666674,0.4174333333333333,0.0,0.0040000000000000036,2.0
